Hotel Name,Location,Rating,Review Score,Number of Reviews,Room Score,Room Type,Bed Type,Room Price(THB)
RH Don Carlos & Spa,"Norte Beach, Peniscola",8.7,Excellent,1797,9.0,Twin Room,2 twin beds,1799
Apartamentos Sureda,Canyamel,9.1,Wonderful,965,9.3,One-Bedroom Apartment (2 Adults),1 queen bed,1875
Casthotels Fuertesol Bungalows,Caleta De Fuste,7.1,Good,1176,9.0,One-Bedroom Apartment,2 twin beds,1162
Lua Hotel Boutique,El Pinar del Hierro,8.4,Very Good,146,8.5,Standard Double Room,1 double or 2 twins,1573
Hostal Trainera,Esterri d'Àneu,8.0,Very Good,381,8.0,Triple Room with Spa Access,3 twin beds,1974
Design Plus Bex Hotel,Las Palmas de Gran Canaria,8.2,Very Good,1128,8.7,Deluxe Twin Room (2 Adults),2 twin beds,1924
Apartaments Rural Montseny,gualba de Dalt,8.6,Excellent,275,8.6,Three-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 bunk bed)",2369
Area Suites,Jove,8.6,Excellent,561,9.2,Two-Bedroom Apartment,"4 beds (2 twins, 1 sofa bed, 1 queen)",1504
Lindner Golf Resort Portals Nous,Portals Nous,8.6,Excellent,345,9.0,Class Room Pool Side (2 Adults),Multiple bed types,7332
Silken Saaj Las Palmas,Las Palmas de Gran Canaria,8.3,Very Good,1944,8.8,Standard Double or Twin Room,2 twin beds,1995
La Posada Cercedilla,Cercedilla,8.5,Very Good,822,8.4,Double Room,1 full bed,2356
Veragua. Glamping y Apartamentos turísticos,Villanueva de la Vera,9.1,Wonderful,514,9.1,Tent (5 Adults),"3 beds (1 twin, 1 full, 1 bunk bed)",2506
Apartamento Camiño dos Faros,Ponteceso,9.0,Wonderful,47,9.0,Two-Bedroom Apartment,"3 beds (1 twin, 1 full, 1 sofa bed)",1288
Aparthotel Ona Campanario,La Cala de Mijas,8.5,Very Good,656,8.6,Three-Bedroom Apartment (8 Adults),"6 beds (4 twins, 1 full, 1 sofa bed)",2802
Hotel Meleiros,Castro de Sanabria,7.8,Good,545,8.0,Twin Room,2 twin beds,1535
Amazing Duna Beach Seafront Apartament,Torrox,9.7,Exceptional,11,9.8,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",3092
Apartamentos El Bergantin Menorca Club,Fornells,9.0,Wonderful,398,9.3,Studio with Sea View - Adults Only,1 full bed,2211
Apartamentos Galicia Norte,O Porto de Espasante,7.9,Good,82,8.2,Deluxe Junior Suite,"3 beds (2 twins, 1 full)",2851
BelleVue Club,Port d'Alcudia,6.7,Review score,2506,9.0,Studio,"3 beds (2 twins, 1 sofa bed)",1244
Hotel Santuari,Balaguer,8.4,Very Good,367,8.9,Twin Room,2 twin beds,1648
Apartamentos Solamaza,Isla,8.4,Very Good,309,8.6,Apartment with Terrace (4-6 Adults),"4 beds (2 twins, 1 full, 1 sofa bed)",3183
Hotel Convent de Begur,Begur,8.6,Excellent,979,9.0,Small Double Room,1 full bed,2947
Exe Plaza,"Tetuan, Madrid",8.4,Very Good,4361,8.8,Double or Twin Room,1 double or 2 twins,4503
Meliá Cala Galdana,Cala Galdana,8.4,Very Good,559,8.9,Melia Guestroom Cala Galdana View,1 king bed,4084
Casa Gabriel,Vecindario,9.1,Wonderful,29,9.1,Three-Bedroom Apartment,"5 beds (2 twins, 1 full, 2 bunk beds)",1645
Hotel & Spa Sierra de Cazorla 4*,Cazorla,8.3,Very Good,897,8.6,Twin Room,2 twin beds,2411
Area Suites,Jove,8.6,Excellent,561,9.2,Two-Bedroom Apartment,"4 beds (2 twins, 1 sofa bed, 1 queen)",1504
The Social Hub Madrid,"Moncloa-Aravaca, Madrid",8.8,Excellent,844,9.2,Standard King Room,1 king bed,4661
Hotel Apartamentos Loto Conil,Conil de la Frontera,9.0,Wonderful,651,9.3,Apartment with Pool View,"2 beds (1 full, 1 sofa bed)",2141
Hotel Delfín,Tossa de Mar,8.9,Excellent,1566,9.4,Double or Twin Room with Terrace,Multiple bed types,1936
Villa June,Benitachell,8.0,Very Good,1,9.0,Villa with Private Pool,"3 beds (2 twins, 1 full)",3224
La Posada del Casar,Casar de Palomero,9.1,Wonderful,366,9.4,Double or Twin Room,1 double or 2 twins,2125
Apartamentos Cordial Magec Taurito,Taurito,8.9,Excellent,775,9.2,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",1658
Vincci Frontaura,Valladolid,8.5,Very Good,3503,9.0,Standard Double or Twin Room,1 double or 2 twins,2590
Motel Emporio,Cabezón de Pisuerga,7.9,Good,1595,8.3,Double Room,1 queen bed,1091
Irenaz Resort Apartamentos,San Sebastián,8.8,Excellent,521,9.1,One-Bedroom Apartment with Terrace,"2 beds (1 sofa bed, 1 queen)",4670
Hostal Casa Juan,Castejón de Sos,8.2,Very Good,222,8.1,Twin Room,2 twin beds,1177
Hotel Elorrio,Elorrio,8.4,Very Good,314,8.9,Double Room,1 full bed,1816
Hotel Intriago I & II,Intriago,8.0,Very Good,428,9.0,Standard Double or Twin Room,1 double or 2 twins,1321
Tierra de Biescas,Biescas,8.7,Excellent,1371,9.0,Double or Twin Room with Cycling Package,1 double or 2 twins,2720
Valle Del Este Golf Resort,Vera,8.3,Very Good,1287,8.6,Twin Room with Golf View,2 twin beds,2778
Barceló Margaritas,Playa del Ingles,8.3,Very Good,950,8.8,Double Room,"3 beds (2 twins, 1 sofa bed)",2629
Hostal Al-Qazeres,Cáceres,7.4,Good,1289,9.0,Economy Double Room,1 full bed,1305
NYX Hotel Madrid by Leonardo Hotels,"Tetuan, Madrid",8.2,Very Good,5296,8.7,Economy Double Room,1 full bed,4721
Apartamentos Los Tarajales,Valle Gran Rey,7.9,Good,111,8.1,Studio with Sea View,2 twin beds,1754
Casa Telma,Alcañiz,9.4,Wonderful,36,9.3,Bungalow,"3 beds (2 twins, 1 sofa bed)",2287
Hostal San Isidro,Autol,7.6,Good,257,9.0,Deluxe Queen Room,1 full bed,1075
Arrels d'Emporda,Palafrugell,8.5,Very Good,1214,8.8,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",2089
Hotel Veracruz Plaza & Spa,Valdepeñas,8.6,Excellent,1375,9.0,Superior Double Room,1 king bed,2732
Hotel Trias,Palamós,8.4,Very Good,2323,8.8,Twin Room with Street View,2 twin beds,2128
Eurostars Reina Felicia,Jaca,8.4,Very Good,1685,9.0,Standard Twin Room,1 double or 2 twins,1854
Helios Mallorca Hotel & Apartments,Can Pastilla,8.9,Excellent,6059,9.1,Twin Room with Balcony,2 twin beds,2896
Camping Roca Grossa,Calella,8.5,Very Good,657,8.4,Two-Bedroom Bungalow (4 Adults),"2 beds (1 full, 1 bunk bed)",1906
Hotel Arillo,Noja,7.2,Good,1064,9.0,Double or Twin Room,1 double or 2 twins,1671
Hostal Isabel II,Figueres,7.2,Good,1170,9.0,Double or Twin Room,1 double or 2 twins,1020
Ona Marinas de Nerja Spa Resort,Nerja,8.5,Very Good,1961,8.8,One-Bedroom Apartment with Terrace (2 Adults),2 twin beds,4155
Hotel La Posada,Broto,7.7,Good,1094,8.0,Economy Double or Twin Room,1 double or 2 twins,1055
HSM Lago Park,Playa de Muro,8.3,Very Good,557,8.5,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",1409
Exe Sevilla Macarena,"Macarena, Seville",7.5,Good,8588,8.0,Double or Twin Room,2 twin beds,3768
VIK Coral Beach,Playa Blanca,7.7,Good,1778,9.0,Two- Bedroom Villa with Sea View,"4 beds (2 twins, 1 full, 1 sofa bed)",3052
Senator Barajas,"Barajas, Madrid",7.7,Good,5164,8.2,Double King Room,1 queen bed,2649
Hotel Rural La Muedra,Vinuesa,8.4,Very Good,348,8.5,Queen Suite with Spa Bath,1 king bed,3945
NH Marbella,Marbella,8.3,Very Good,1922,8.8,Standard Double or Twin Room with Terrace,Multiple bed types,3606
Hotel Vila-real Palace,Villareal,7.4,Good,821,9.0,Double or Twin Room,2 twin beds,1956
Hotel Reymar Playa,"Malgrat de Mar Beach, Malgrat de Mar",7.6,Good,1168,8.0,Family Room,4 twin beds,1859
Estella by Vive La Exclusividad,Güimar,8.0,,545,9.0,Two-Bedroom Apartment,"3 beds (2 twins, 1 queen)",880
Royal Golf Park Club,San Miguel de Abona,8.7,Excellent,340,8.8,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",1864
ROCASOL - Beach,"Fossa-Levante Beach, Calpe",8.9,Excellent,124,9.2,One-Bedroom Apartment,1 full bed,1645
AxelBeach Maspalomas - Apartments and Lounge Club - Adults Only,Playa del Ingles,7.9,Good,2077,8.2,One-Bedroom Apartment (2 Adults),"2 beds (1 sofa bed, 1 queen)",2005
Apartamento Postman,Arenales del Sol,9.8,Exceptional,31,9.8,Apartment,"3 beds (1 twin, 1 bunk bed, 1 queen)",4637
Hipotels Dunas Aparthotel,Cala Millor,8.5,Very Good,969,8.6,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",2238
Apartamentos Miguel Angel,Estepona,9.2,Wonderful,260,9.4,One-Bedroom Apartment (2 Adults),"3 beds (2 twins, 1 full)",1711
Zoku Paris,"17th arr., Paris",9.2,Wonderful,34,9.5,Loft,1 king bed,3036
Paris - Quartier Latin - 30 m2,"5th arr., Paris",8.0,,545,9.0,Double Room,"2 beds (1 full, 1 queen)",4101
Grand Hotel Francais,"11th arr., Paris",8.5,Very Good,496,8.8,Superior Room,1 full bed,5282
Luxury apartment in Paris in a chic area,"15th arr., Paris",8.0,,545,9.0,Deluxe Apartment,"6 beds (3 fulls, 2 sofa beds, 1 queen)",7130
Paris Roquette,"11th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",3116
Sublim Loft in Paris/Père Lachaise,Paris,8.0,,545,9.0,Three-Bedroom Apartment,"4 beds (2 fulls, 1 sofa bed, 1 queen)",8551
Appartement dans le 11e arrondissement,Paris,8.0,,545,9.0,One-Bedroom Apartment,1 full bed,2796
Appart'City Classic Paris La Villette,"19th arr., Paris",7.1,Good,1189,9.0,Double Studio,1 full bed,2750
Hotel Riviera,"9th arr., Paris",5.2,Review score,15,9.0,Double Room,1 full bed,3693
Emerald Oasis close to Fashionable Le Marais,"3rd arr., Paris",3.0,Review score,1,9.0,Studio,1 full bed,3634
Hôtel Mistral,"14th arr., Paris",8.7,Excellent,461,9.0,Double Room,1 full bed,5151
Hôtel Lebron,"9th arr., Paris",5.5,Review score,84,9.0,Double Room,1 full bed,3039
Hotel Richmond Gare du Nord,"10th arr., Paris",7.0,Good,931,9.0,Triple Room,"2 beds (1 twin, 1 full)",5749
Hôtel Renoir Montparnasse,"14th arr., Paris",6.2,Review score,1029,9.0,Double or Twin Room,1 double or 2 twins,3691
Hotel Royal Phare,"7th arr., Paris",8.3,Very Good,1409,8.7,Classic Double Room,1 queen bed,6210
"Paris proche champs Elysée, superbe appartement.",Paris,8.0,,545,9.0,Two-Bedroom Apartment,"3 beds (1 twin, 1 king, 1 queen)",10856
Aparthotel Adagio Porte de Versailles,Paris,7.6,Good,2371,9.0,Studio with Balcony,1 double or 2 twins,4719
Hôtel Du Leman,"9th arr., Paris",7.4,Good,1093,9.0,Double Room,1 full bed,3684
Bright apartment for 2 people - Paris 15,"15th arr., Paris",8.0,,545,9.0,Apartment,1 full bed,2809
La Belle Ville,"19th arr., Paris",8.8,Excellent,1858,9.3,Superior Double Room,1 full bed,5068
Superbe appartement au cur de Paris - Marais,"1st arr., Paris",8.0,,545,9.0,Two-Bedroom Apartment,"3 beds (1 twin, 1 full, 1 sofa bed)",10861
Ibis Paris Tour Eiffel Cambronne 15ème,"15th arr., Paris",7.5,Good,7366,9.0,Standard Room with 2 Single Beds,2 twin beds,4354
Austin's Arts Et Metiers Hotel,"3rd arr., Paris",8.1,Very Good,1378,8.6,Double Room,1 full bed,6092
Superbe Appartement - Hyper Centre - Romantique,"2nd arr., Paris",7.0,Good,1,9.0,One-Bedroom Apartment,1 full bed,5992
Hotel de France 18,"18th arr., Paris",5.9,Review score,1513,9.0,Double Room with Shared Bathroom,1 full bed,1931
Luxurious Apartment next to Arc de Triomphe,"17th arr., Paris",10.0,Exceptional,1,10.0,One-Bedroom Apartment,1 full bed,8772
Courcelles Médéric,"17th arr., Paris",7.8,Good,552,8.3,Superior Double Room,1 full bed,6059
Hôtel du Parc Montparnasse,"14th arr., Paris",8.0,Very Good,734,8.5,Standard Twin Room,2 twin beds,4573
New Hôtel Gare Du Nord,"10th arr., Paris",7.1,Good,966,9.0,Double Room,1 full bed,4359
Hôtel George Washington,"8th arr., Paris",7.1,Good,666,9.0,Classique Double Room,1 full bed,8447
Residence Élysées,"8th arr., Paris",5.6,Review score,209,9.0,One-Bedroom Apartment,"3 beds (2 sofa beds, 1 queen)",6263
Appartement Glaciere,"13th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",4715
Hôtel De Castiglione,"8th arr., Paris",7.5,Good,3526,8.0,Superior Double Room,Multiple bed types,6088
My Maison In Paris Invalides,"7th arr., Paris",9.2,Wonderful,358,9.4,Deluxe Studio,1 queen bed,7982
Nice and calm studio nearby Alesia at the heart of Paris - Welkeys,"14th arr., Paris",5.7,Review score,9,9.0,Studio,1 king bed,2382
Mama Shelter Paris East,"20th arr., Paris",8.0,Very Good,1202,8.5,Large Mama Double Room,1 full bed,4124
Hotel Opéra Marigny,"8th arr., Paris",8.1,Very Good,1147,8.6,Classic Double Room,1 double or 2 twins,6339
Elysées Ceramic,"8th arr., Paris",8.3,Very Good,3963,8.6,Double Room,1 queen bed,5572
Appartement vue Tour Effiel 6P,"16th arr., Paris",8.0,,545,9.0,Two-Bedroom Apartment,"3 beds (1 full, 1 sofa bed, 1 queen)",15534
Hôtel de l'Exposition - République,"10th arr., Paris",6.6,Review score,827,9.0,Double Room,1 full bed,4333
Hôtel du Temps,"9th arr., Paris",8.4,Very Good,291,8.8,Double Room,1 queen bed,6276
Victory Hotel Galou,"10th arr., Paris",6.0,Review score,674,9.0,Standard Triple Room,"2 beds (1 twin, 1 full)",5083
Renaissance Paris Vendome Hotel,"1st arr., Paris",7.6,Good,190,8.1,Studio Queen Room,1 queen bed,13985
Hotel Archetype Etoile,"17th arr., Paris",8.6,Excellent,740,9.0,Double Room,Multiple bed types,5451
Maison de la joie,"14th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",8948
Hotel Novex Paris,"13th arr., Paris",4.6,Review score,903,9.0,Double Room,1 full bed,2494
Suites & Hôtel Helzear Etoile,"8th arr., Paris",8.3,Very Good,1761,8.7,Junior Suite,1 queen bed,7059
Maison Delano Paris,"8th arr., Paris",8.0,,545,9.0,Deluxe Double Room,1 full bed,17910
able townhouse in the heart of Paris,"15th arr., Paris",5.9,Review score,26,9.0,Studio,1 sofa bed,2408
Hôtel Apollo Opéra,"9th arr., Paris",6.9,Review score,683,9.0,Double Room,1 full bed,3578
Castille Paris  Starhotels Collezione,"1st arr., Paris",8.3,Very Good,522,8.7,Superior Room,1 full bed,12380
Paradise Crib,"15th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 bunk bed, 1 sofa bed)",3180
Unic Renoir Saint Germain,"14th arr., Paris",6.5,Review score,1225,9.0,Double Room or Twin Room,1 full bed,3691
Hôtel du Maine,"14th arr., Paris",7.4,Good,1649,9.0,Superior Room,1 double or 2 twins,5010
BEAUGRENELLE TOUR EIFFEL PARIS,"15th arr., Paris",5.0,Review score,5,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",4584
Hôtel Ambre,"13th arr., Paris",7.6,Good,1711,9.0,Double Room,1 full bed,4051
Studio meublé Place de la Nation,"11th arr., Paris",4.4,Review score,5,9.0,Family Studio,"2 beds (1 bunk bed, 1 sofa bed)",2522
GuestReady -Beautiful 2-Room in the Heart of Paris,"12th arr., Paris",8.0,,545,9.0,Two-Bedroom Apartment,"2 beds (1 twin, 1 full)",5891
Aparthotel Adagio Paris XV,"15th arr., Paris",6.8,Review score,1642,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",4376
Hôtel de France Quartier Latin,"5th arr., Paris",7.9,Good,1409,9.0,Double Room,1 full bed,3762
Sweet and cosy appartement,"15th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,1 full bed,4167
HOTEL AU COEUR DES ARTS ET METIERS,"3rd arr., Paris",8.0,Very Good,1238,8.6,Double Room with Courtyard View,1 full bed,5334
Apartments WS Champs Elysées - Ponthieu,"8th arr., Paris",7.0,Good,374,9.0,Studio Apartment,1 full bed,5273
Hôtel Barrière Fouquet's Paris,"8th arr., Paris",9.0,Wonderful,269,9.5,Superior Room,Multiple bed types,23264
Apartments WS Marais - Musée Pompidou,"3rd arr., Paris",7.2,Good,177,8.1,Standard Studio,1 full bed,5526
Villa Panthéon,"5th arr., Paris",7.7,Good,827,8.2,Classic Room,1 double or 2 twins,7702
Studio Île Saint Louis 75004 Paris,"4th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,1 full bed,5823
Hotel Saint Dominique,"7th arr., Paris",8.3,Very Good,521,8.8,Superior Double Room,1 queen bed,8163
"Prince de Galles, a Luxury Collection hotel, Paris","8th arr., Paris",8.6,Excellent,86,9.0,"Art Deco Queen, Guest room, 1 Queen",1 queen bed,24699
Joli 2 pièces loft place Vendôme/ Champs Elysées,"1st arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",14042
Montmartre Residence,"18th arr., Paris",9.1,Wonderful,169,9.4,Deluxe One-Bedroom Apartment (4 people),"2 beds (1 sofa bed, 1 queen)",11163
Pratic Hotel,"4th arr., Paris",7.4,Good,1388,8.0,Standard Double Room,1 full bed,4414
Amazing apartment-2P-Sacré Coeur-Poissonniers-2,"18th arr., Paris",8.3,Very Good,3,9.0,Studio,1 full bed,2607
1K Paris,"3rd arr., Paris",7.6,Good,858,8.1,Deluxe L Double Room,Multiple bed types,7318
Drawing Hotel,"1st arr., Paris",8.7,Excellent,651,9.3,Superior Double Room,1 double or 2 twins,10290
High Standing Apartment with Sauna,"16th arr., Paris",8.0,,545,9.0,Superior Apartment with Sauna,"5 beds (4 fulls, 1 sofa bed)",5667
Hôtel de la Bourdonnais,"7th arr., Paris",8.6,Excellent,1146,9.0,Deluxe Triple Room,"2 beds (1 sofa bed, 1 queen)",11826
Villa Marquis Member of Meliá Collection,"8th arr., Paris",8.6,Excellent,226,8.9,Deluxe Room,1 queen bed,13320
Hôtel Elysia,"8th arr., Paris",9.0,Wonderful,386,9.4,Prestige Suite,"2 beds (1 king, 1 sofa bed)",32782
Hôtel Chateaubriand,"8th arr., Paris",7.8,Good,273,8.4,Classic Double Room,1 full bed,8883
Magnifique studio deux pas de Trocadéro Tour Eiffel 4-P,"16th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 twin, 1 sofa bed)",9954
RODIER COZY FLAT,"9th arr., Paris",7.3,Good,42,9.0,Studio Apartment,"2 beds (1 full, 1 sofa bed)",3311
Cosy courcelles,"17th arr., Paris",7.0,Good,1,9.0,One-Bedroom Apartment,1 full bed,3979
"O'Lord, 4 Etoiles, Residence de Luxe Champs-Elysees","8th arr., Paris",9.0,Wonderful,211,9.2,One-Bedroom Apartment Comte de Clare,1 queen bed,11031
Le M-Otel - Spacieux & Charmant - Montmartre,"18th arr., Paris",10.0,,545,9.0,Villa,6 full beds,20467
Hôtel Bleu de Grenelle,"15th arr., Paris",8.9,Excellent,2236,9.3,Large Superior Double Room,1 double or 2 twins,7404
Suites & Hôtel Helzear Montparnasse,"14th arr., Paris",8.3,Very Good,703,8.5,One-Bedroom Suite,"2 beds (1 full, 1 sofa bed)",8552
Cocosmann,"12th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,Unknown,9365
Apartments WS Champs-Elysées - Colomb,"8th arr., Paris",8.3,Very Good,425,8.7,Standard Studio,1 full bed,6535
Normandy Le Chantier,"1st arr., Paris",8.2,Very Good,897,8.8,Superior King Room - Afterworks,1 king bed,8034
GuestReady - Calming escape in the 11th arr,"11th arr., Paris",8.0,Very Good,1,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",6539
"Modern, Stylish Bright Apartment next to the Famous Paris Catacombs - 14th Arrondisement","14th arr., Paris",6.7,Review score,25,9.0,Apartment,1 full bed,4048
Mama Shelter Paris West,"15th arr., Paris",8.5,Very Good,1408,9.1,XL Mama Room,1 queen bed,4962
Hôtel Aladin,"13th arr., Paris",6.3,Review score,1168,9.0,Standard Twin Room,2 twin beds,2443
Cute and Bright Studio in a Courtyard-Montmartre(5),"18th arr., Paris",8.9,Excellent,38,8.8,Superior Studio,1 full bed,5784
Hôtel Opéra Dieppe,"9th arr., Paris",6.6,Review score,216,9.0,Twin Room,2 twin beds,3823
Elegant Appartement near the Arc,"16th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,2 full beds,7045
Hôtel du Romancier,"8th arr., Paris",8.0,Very Good,305,8.5,Double Room,1 king bed,8804
Hotel Bowmann,"8th arr., Paris",8.8,Excellent,229,9.5,Haussmann Junior Suite,1 king bed,18476
Grand Appart Spacieux Rénové Paris Métro Wifi,"11th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",4934
Pied A Terre - Tuileries,"1st arr., Paris",9.4,Wonderful,7,10.0,Two-Bedroom Apartment,"4 beds (2 sofa beds, 2 queens)",23028
Quartier Libre - Saint Georges,"9th arr., Paris",8.9,Excellent,526,9.2,Superior Apartment,"2 beds (1 sofa bed, 1 queen)",11395
Aparts CADET,"9th arr., Paris",7.4,Good,7,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",8250
Paris j'Adore Hotel & Spa,"17th arr., Paris",9.1,Wonderful,676,9.5,Deluxe - Precious with Jacuzzi,1 queen bed,10636
HOTEL AU COEUR DE REPUBLIQUE,"11th arr., Paris",8.1,Very Good,664,8.7,Superior Double Room with Street View,1 full bed,7162
Hôtel La Sanguine,"8th arr., Paris",7.7,Good,1922,9.0,Superior Double Room,1 full bed,6254
Quinzerie hôtel,"15th arr., Paris",9.2,Wonderful,360,9.6,Junior Suite with Garden View,"2 beds (1 king, 1 sofa bed)",18263
"Hôtel de Berri Champs-Élysées, a Luxury Collection Hotel","8th arr., Paris",8.5,Very Good,65,8.9,"Collection Suite, 1 King or 1 Twin/Single Beds",1 king bed,24417
"The Hoxton, Paris","2nd arr., Paris",8.7,Excellent,866,9.1,Cozy,1 queen bed,9124
Loft Marais Sébastopol CityCosy,"3rd arr., Paris",6.7,Review score,17,9.0,Loft,"4 beds (3 fulls, 1 sofa bed)",9325
Luxe Apartment 165m2 8pers Victor Hugo trocadero foch Champs Elysées,"16th arr., Paris",8.6,Excellent,7,8.6,Deluxe Apartment,"7 beds (4 twins, 1 king, 2 sofa beds)",39476
Le Narcisse Blanc,"7th arr., Paris",9.2,Wonderful,429,9.7,Superior Double Room,1 full bed,17842
Hotel Eden,"15th arr., Paris",8.5,Very Good,1261,8.9,Superior double room with Spa access and massages (2 adults),1 full bed,7237
La Maison Favart,"2nd arr., Paris",9.0,Wonderful,754,9.4,Family Suite (4 People),1 queen bed,21610
26 Faubourg - Ex-Hotel de Reims,"12th arr., Paris",7.9,Good,1034,8.5,Double Room,1 full bed,3892
Maison Colbert Member of Meliá Collection,"5th arr., Paris",8.7,Excellent,181,9.2,Singular Room,Multiple bed types,15204
Meliá Paris Vendôme,"1st arr., Paris",8.0,Very Good,365,8.5,Premium Double Room,1 king bed,10322
Villa Lutèce Port Royal,"13th arr., Paris",7.1,Good,746,9.0,Junior Suite,1 queen bed,8084
Hôtel Montana La Fayette - Paris Gare du Nord,"10th arr., Paris",3.4,Review score,503,9.0,Double Room,1 full bed,3196
Bright and Homely 1 Bedroom rooftop Apartment in the Marais in Paris,"4th arr., Paris",8.0,,545,9.0,Apartment,1 full bed,8622
Grand Studio Confort#St Germain-Montparnasse#4P,"6th arr., Paris",8.0,,545,9.0,Studio,"2 beds (1 sofa bed, 1 queen)",4496
Pick A Flat's Apartment- Rue de Navarin,"9th arr., Paris",8.0,,545,9.0,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",4380
"Cur 16eme, standing et calme","16th arr., Paris",8.6,Excellent,12,9.4,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",6528
